encabezado,enlace,fuente,fecha,clase
La pandemia de la soledad,https://www.milenio.com/opinion/hector-aguilar-camin/dia-con-dia/la-pandemia-de-la-soledad,milenio,3-03-2021,1
Estudio alerta sobre reacciones cutáneas a la vacuna de Moderna contra el Covid-19,https://www.eluniversal.com.mx/ciencia-y-salud/estudio-alerta-sobre-reacciones-cutaneas-la-vacuna-de-moderna,universal,5-03-2021,1
Hay descenso constante de casos de covid-19 desde hace 7 semanas: Ssa,https://www.milenio.com/politica/descenso-casos-covid-19-7-semanas-ssa,milenio,7-03-2021,0
"Con largas filas y caos vial, continúa vacunación anti Covid en Ciudad Victoria",https://www.eluniversal.com.mx/estados/con-largas-filas-y-caos-vial-continua-vacunacion-anti-covid-en-ciudad-victoria,universal,9-03-2021,1
"Pandemia por Covid ""deja de existir"" en Texas",https://www.la-prensa.com.mx/mundo/pandemia-por-covid-deja-de-existir-en-texas-medidas-sanitaria-coronavirus-covid-19-vacunacion-6463570.html,laprensa,10-03-2021,1
Cambio climático puede aumentar la transmisión de malaria en África; esto sabemos,https://www.milenio.com/internacional/cambio-climatico-aumentar-transmision-malaria-africa,milenio,10-03-2021,1
Italia regresa a confinamiento ante nueva ola de contagios de Covid-19,https://www.la-prensa.com.mx/mundo/italia-regresa-a-confinamiento-ante-nueva-ola-de-contagios-de-covid-19-6469572.html,laprensa,12-03-2021,1
¡Cuidado! Locatel no hace llamadas sobre la vacuna de Covid-19,https://www.eluniversal.com.mx/cartera/cuidado-locatel-no-hace-llamadas-sobre-la-vacuna-de-covid-19,universal,12-03-2021,1
CdMx se queda otra semana en semáforo naranja por covid; reabren casinos y boliches,https://www.milenio.com/politica/comunidad/semaforo-covid-cdmx-naranja-15-21-marzo-2021,milenio,12-03-2021,0
Temen expertos rebrote de Covid-19 por Semana Santa,https://www.la-prensa.com.mx/mexico/sociedad/temen-expertos-rebrote-de-covid-19-por-semana-santa-6472309.html,laprensa,13-03-2021,1
"México, a un paso de los 195 mil muertos por Covid",https://www.eluniversal.com.mx/nacion/coronavirus-15-de-marzo-mexico-un-paso-de-los-195-mil-muertos-por-covid-19,universal,15-03-2021,1
IMSS Puebla da de alta a doctora internada dos meses y medio por covid-19,https://www.milenio.com/ciencia-y-salud/coronavirus-puebla-alta-doctora-internada-meses-imss,milenio,15-03-2021,0
"""Nos dio miedo porque era un virus muy agresivo"", narra doctor que atendió a primer fallecido",https://www.eluniversal.com.mx/nacion/nos-dio-miedo-porque-era-un-virus-muy-agresivo-narra-doctor-que-atendio-primer-fallecido,universal,18-03-2021,1
“Semana Santa propiciará la tercera ola de contagios”,https://www.milenio.com/ciencia-y-salud/semana-santa-favorecera-ola-contagios-covid-tlaxcala,milenio,18-03-2021,1
"Ssa pide mantener medidas contra covid-19, aún cuando hayan sido vacunados",https://www.milenio.com/politica/comunidad/ssa-pide-seguir-medidas-sanitarias-recibir-vacuna-anticovid,milenio,20-03-2021,0
Tercera ola de Covid estremece a Europa,https://www.la-prensa.com.mx/mundo/tercera-ola-de-covid-estremece-a-europa-contagios-coronvairus-pandemia-6504555.html,laprensa,22-03-2021,1
Brasil: el peor colapso sanitario de su historia,https://www.la-prensa.com.mx/mundo/brasil-el-peor-colapso-sanitario-de-su-historia-pandemia-coronavirus-covid-19-jair-bolsonaro-muertes-6494049.html,laprensa,22-03-2021,1
EU alerta de información incompleta sobre vacuna de AstraZeneca,https://www.la-prensa.com.mx/mundo/eu-alerta-de-informacion-incompleta-sobre-vacuna-de-astrazeneca-6509549.html,laprensa,23-03-2021,1
Preocupante el desabasto de medicinas en México en plena pandemia,https://www.la-prensa.com.mx/mexico/preocupante-el-desabasto-de-medicinas-en-mexico-en-plena-pandemia-por-covid-19-6510070.html,laprensa,23-03-2021,1
Grotesca desigualdad en las vacunas: OMS,https://www.la-prensa.com.mx/mundo/grotesca-desigualdad-en-las-vacunas-oms-coronavirus-covid-19-6509152.html,laprensa,23-03-2021,1
Uruguay refuerza medidas contra covid-19 ante vertiginoso ascenso de contagios,https://www.milenio.com/internacional/latinoamerica/uruguay-refuerza-medidas-covid-19-ascenso-contagios,milenio,23-03-2021,1
Identifican primer contagio de cepa británica de Covid-19 en Guanajuato,https://www.eluniversal.com.mx/video/estados/identifican-primer-contagio-de-cepa-britanica-de-covid-19-en-guanajuato-0,universal,24-03-2021,1
Chile inicia la vacunación contra covid-19 en menores de 60 años,https://www.milenio.com/internacional/latinoamerica/chile-inicia-vacunacion-covid-19-poblacion-sana,milenio,24-03-2021,0
"En el umbral de 200 mil muertos por Covid-19, 30 mil son de Edomex",https://www.la-prensa.com.mx/metropoli/en-el-umbral-de-200-mil-muertos-por-covid-19-30-mil-son-del-estado-de-mexico-6519660.html,laprensa,25-03-2021,1
Detectan primer caso de cepa británica de Covid-19 en Zacatecas,https://www.eluniversal.com.mx/video/estados/detectan-primer-caso-de-cepa-britanica-de-covid-19-en-zacatecas,universal,25-03-2021,0
"En Sonora, exigen pruebas negativas de covid a turistas",https://www.milenio.com/estados/covid-19-piden-prueba-negativa-turistas-sonora,milenio,27-03-2021,0
Llegan a México 1.5 millones de dosis de AstraZeneca,https://www.eluniversal.com.mx/nacion/llegan-mexico-15-millones-de-dosis-de-astrazeneca,universal,29-03-2021,0
Jalisco recibe más de 84 mil vacunas contra covid-19 de Sinovac y Cansino,https://www.milenio.com/politica/comunidad/vacuna-covid-19-jalisco-recibe-dosis-sinovac-cansino,milenio,30-03-2021,0
Pandemia aumenta las muertes por diabetes,https://www.la-prensa.com.mx/mexico/sociedad/pandemia-aumenta-las-muertes-por-diabetes-coronavirus-covid-19-enfermedades-6546560.html,laprensa,31-03-2021,1
Van siete alcaldes poblanos fallecidos por coronavirus,https://www.la-prensa.com.mx/republica/sociedad/van-siete-alcaldes-poblanos-fallecidos-por-coronavirus-6546577.html,laprensa,1-04-2021,0
OPS advierte por ola de contagios más larga,https://www.eluniversal.com.mx/mundo/ops-advierte-por-ola-de-contagios-mas-larga,universal,1-04-2021,1
Recibe vacuna contra covid-19 segundo grupo de deportistas,https://www.milenio.com/deportes/mas-aficion/recibe-vacuna-contra-covid-19-segundo-grupo-de-deportistas,milenio,1-04-2021,0
Inicia la vacunación de adultos mayores contra Covid- 19 en Iztapalapa y GAM,https://www.la-prensa.com.mx/metropoli/inicia-la-vacunacion-de-adultos-mayores-contra-covid-19-en-iztapalapa-y-gam-6550751.html,laprensa,2-04-2021,0
Walmart y Sam’s Club aplicarán vacunas contra covid-19 en casi 150 tiendas de California,https://www.milenio.com/salud/vacunacion-california-tiendas-walmart-sam-club-aplicaran,milenio,3-04-2021,0
"Inminente tercera ola Covid y con 2,200 mdp menos para la emergencia sanitaria",https://www.la-prensa.com.mx/metropoli/inminente-tercera-ola-covid-y-con-2200-mdp-menos-para-la-emergencia-sanitaria-6559661.html,laprensa,5-04-2021,1
Candidato de Morena en Hidalgo da positivo a Covid-19,https://www.eluniversal.com.mx/elecciones-2018/candidato-de-morena-en-hidalgo-da-positivo-covid-19,universal,5-04-2021,0
En mayo se aplicaría vacuna anticovid a personal educativo: AMLO,https://www.la-prensa.com.mx/mexico/en-mayo-se-aplicaria-vacuna-anticovid-a-personal-educativo-amlo-6564337.html,laprensa,6-04-2021,0
Segunda dosis de la vacuna contra el covid-19 en Pachuca será en varias sedes,https://www.milenio.com/ciencia-y-salud/vacuna-covid-19-pachuca-aplicacion-dosis-sedes,milenio,6-04-2021,0
"Claudia Sheinbaum, piden a vacacionistas acudir a realizarse la prueba de COVID19",https://www.la-prensa.com.mx/metropoli/claudia-sheinbaum-piden-a-vacacionistas-acudir-a-realizarse-la-prueba-de-covid19-6569693.html,laprensa,7-04-2021,0
Variante británica de Covid-19 ya es la predominante en Estados Unidos,https://www.eluniversal.com.mx/mundo/coronavirus-variante-britanica-de-covid-19-ya-es-la-predominante-en-eu,universal,7-04-2021,0
"No solo temen al covid, ahora también al dengue o Chikunguña",https://www.milenio.com/salud/madero-aumenta-miedo-contraer-coronavirus-dengue,milenio,8-04-2021,1
Tamaulipas seguirá en color verde en semáforo covid-19,https://www.milenio.com/salud/semaforo-covid-19-tamaulipas-verde-12-25-abril-2021,milenio,9-04-2021,0
"Por virus, cae el comercio entre México y China",https://www.eluniversal.com.mx/cartera/por-virus-cae-el-comercio-entre-mexico-y-china,universal,10-04-2021,0
¡Ejercítate! Estudio vincula la inactividad física a un mayor riesgo de morir por covid-19,https://www.milenio.com/ciencia-y-salud/riesgo-morir-covid-19-inactividad-fisica-estudio,milenio,13-04-2021,1
Aumentan casos de Covid tras Semana Santa,https://www.la-prensa.com.mx/mexico/aumentan-casos-de-covid-tras-semana-santa-6596526.html,laprensa,14-04-2021,0
"Comorbilidades son más letales incluso que el Covid-19, alerta experto",https://www.la-prensa.com.mx/mexico/comorbilidades-son-mas-letales-incluso-que-el-covid-19-alerta-experto-6597977.html,laprensa,14-04-2021,1
Inician vacunación contra Covid-19 en asilos de Monterrey,https://www.eluniversal.com.mx/estados/inician-vacunacion-contra-covid-19-en-asilos-de-monterrey,universal,14-04-2021,0
Pierre-Emerick Aubameyang anuncia que contrajo la malaria en Gabón,https://www.milenio.com/deportes/extra-cancha/pierre-emerick-aubameyang-anuncia-contraido-malaria-gabon,milenio,15-04-2021,0
En CDMX no hay indicios de una tercera ola por Covid,https://www.la-prensa.com.mx/metropoli/en-cdmx-no-hay-indicios-de-una-tercera-ola-por-covid-6606493.html,laprensa,16-04-2021,0
Estados Unidos supera las 202 millones de dosis de la vacuna contra Covid-19 aplicadas,https://www.eluniversal.com.mx/mundo/eu-aplica-mas-de-202-millones-de-dosis-de-la-vacuna-contra-covid-19,universal,16-04-2021,0
Chihuahua podría volver a semáforo rojo por repunte en contagios de covid-19,https://www.milenio.com/estados/chihuahua-volver-semaforo-rojo-repunte-casos-covid,milenio,16-04-2021,1
Crecen 4% los contagios por Semana Santa,https://www.la-prensa.com.mx/mexico/sociedad/crecen-4-los-contagios-por-semana-santa-6611254.html,laprensa,18-04-2021,1
"La vacuna rusa Sputnik V muestra eficacia del 97.6%, según su fabricante",https://www.eluniversal.com.mx/mundo/la-vacuna-rusa-sputnik-v-muestra-eficacia-del-976-segun-su-fabricante,universal,19-04-2021,0
¿En dónde conseguir las vacunas para rubéola y sarampión en CDMX?,https://www.eluniversal.com.mx/metropoli/en-donde-conseguir-las-vacunas-para-rubeola-y-sarampion-en-cdmx,universal,22-04-2021,0
India rompe récord mundial de contagios diarios de covid-19 con 315 mil infectados,https://www.milenio.com/internacional/india-registra-record-mundial-casos-covid-19-315-mil,milenio,22-04-2021,1
Este sábado concluirá vacunación de maestros en Coahuila,https://www.milenio.com/ciencia-y-salud/coahuila-vacunacion-anticovid-maestros-terminara-sabado,milenio,23-04-2021,0
Al menos 82 muertos tras incendio en hospital Covid en Bagdad [VIDEO],https://www.la-prensa.com.mx/mundo/al-menos-82-muertos-tras-incendio-en-hospital-covid-en-bagdad-irak-6639363.html,laprensa,25-04-2021,1
Imágenes de la desgarradora crisis que vive India por una nueva ola de Covid-19,https://www.eluniversal.com.mx/mundo/imagenes-de-la-desgarradora-crisis-que-vive-india-por-una-nueva-ola-de-covid-19,universal,26-04-2021,1
¿No habrá nueva normalidad? Bill Gates lanza predicción sobre el fin de la pandemia por covid-19,https://www.milenio.com/internacional/bill-gates-lanza-prediccion-acabara-pandemia-covid19,milenio,26-04-2021,1
Alerta roja en México por compra tardía de medicinas,https://www.la-prensa.com.mx/metropoli/alerta-roja-en-mexico-por-compra-tardia-de-medicinas-contra-el-cancer-vih-y-mas-6646433.html,laprensa,26-04-2021,1
Siguen las tragedias en India: nuevo incendio en hospital mata a 15 pacientes con Covid-19,https://www.eluniversal.com.mx/mundo/nuevo-incendio-en-hospital-de-la-india-mata-15-pacientes-con-covid-19,universal,30-04-2021,1
Argentina prolonga restricciones por covid-19 hasta el 21 de mayo,https://www.milenio.com/internacional/latinoamerica/argentina-prolonga-restricciones-covid-19-21-mayo,milenio,30-04-2021,0
"Abdala, uno de los candidatos a vacuna contra covid-19 de Cuba, finaliza ensayos clínicos",https://www.milenio.com/internacional/latinoamerica/cuba-candidato-vacuna-anticovid-abdala-termina-ensayos-clinicos,milenio,1-05-2021,0
India supera a México y se convierte en el tercer país con más muertos por Covid-19,https://www.eluniversal.com.mx/mundo/india-supera-mexico-y-se-convierte-en-el-tercer-pais-con-mas-muertos-por-covid-19,universal,3-05-2021,1
"IMSS implementa atención telefónica para atender salud mental de niñas, niños y adolescentes",https://www.eluniversal.com.mx/nacion/imss-implementa-atencion-telefonica-para-atender-salud-mental-de-ninas-ninos-y-adolescentes,universal,3-05-2021,0
Alerta ISEM a adultos jóvenes por alta vulnerabilidad a variante hindú de Covid,https://www.la-prensa.com.mx/metropoli/alerta-isem-a-adultos-jovenes-por-alta-vulnerabilidad-a-variante-hindu-de-covid-6678973.html,laprensa,5-05-2021,1
Chinos salen en masa y sin miedo al virus,https://www.la-prensa.com.mx/mundo/chinos-salen-en-masa-y-sin-miedo-al-virus-6676915.html,laprensa,5-05-2021,1
Día Mundial del Asma ¿Qué es y qué la produce?,https://www.eluniversal.com.mx/ciencia-y-salud/salud/dia-mundial-del-asma-que-es-y-que-la-produce,universal,5-05-2021,0
"Hospitales en AL están ""peligrosamente llenos"" por covid-19, alerta OPS",https://www.milenio.com/internacional/ops-alerta-hospitales-peligrosamente-llenos-covid,milenio,5-05-2021,1
Temen que producciones mexicanas queden con pocos elementos a causa del Covid,https://www.eluniversal.com.mx/espectaculos/cine/covid-19-temen-que-producciones-mexicanas-queden-con-pocos-elementos,universal,7-05-2021,1
Zona sur de Tehuacán es vigilada para evitar proliferación de dengue,https://www.milenio.com/politica/comunidad/zona-sur-tehuacan-vigilada-evitar-proliferacion-dengue,milenio,9-05-2021,0
¿Cómo se detecta? Alertan por nuevo síntoma covid-19; así es la infección mortal por hongo negro,https://www.milenio.com/internacional/coronavirus-india-alerta-sintoma-covid-infeccion-hongo-negro-mortal,milenio,10-05-2021,1
Calidad del aire por el confinamiento evitó muertes por covid-19: estudio,https://www.eluniversal.com.mx/ciencia-y-salud/calidad-del-aire-por-el-confinamiento-evito-muertes-por-covid-19-estudio,universal,11-05-2021,1
Enfermos de lupus luchan contra depresión ocasionada por pandemia: Fundación,https://www.milenio.com/ciencia-y-salud/puebla-enfermos-lupus-reportan-depresion-pandemia-fundacion,milenio,12-05-2021,1
Refuerzan campaña contra zika y dengue en Quintana Roo,https://www.eluniversal.com.mx/estados/refuerzan-campana-contra-zika-y-dengue-en-quintana-roo,universal,12-05-2021,0
Covid-19: Lo que dejó el confinamiento,https://www.eluniversal.com.mx/cultura/covid-19-lo-que-dejo-el-confinamiento,universal,14-05-2021,1
Hay 16 municipios de Nuevo León sin casos positivos de covid-19 en mayo,https://www.milenio.com/ciencia-y-salud/coronavirus-nl-16-municipios-casos-covid-19-mayo,milenio,14-05-2021,0
Variante brasileña: se amplía amenaza en América Latina,https://www.eluniversal.com.mx/mundo/variante-brasilena-se-amplia-amenaza-en-america-latina,universal,16-05-2021,1
Comienzan fumigaciones en Durango para prevenir dengue,https://www.milenio.com/estados/en-durango-comienzan-a-fumigar-para-prevenir-dengue,milenio,18-05-2021,0
El riesgo de padecer covid-19 sintomático aumenta si has tenido dengue,https://www.eluniversal.com.mx/ciencia-y-salud/riesgo-de-padecer-covid-19-sintomatico-aumenta-si-has-tenido-dengue,universal,18-05-2021,1
"Cómo los científicos resolvieron el misterio de una poción que “creaba zombis"" en Haití",https://www.eluniversal.com.mx/ciencia-y-salud/como-los-cientificos-resolvieron-el-misterio-de-una-pocion-que-creaba-zombis-en,universal,18-05-2021,1
Advierten crisis en niños tras pandemia de Covid-19; los ha dejado en orfandad,https://www.eluniversal.com.mx/estados/advierten-crisis-en-ninos-tras-pandemia-de-covid-19-los-ha-dejado-en-orfandad,universal,19-05-2021,1
Taiwán eleva el nivel de alerta por Covid,https://www.la-prensa.com.mx/mundo/taiwan-eleva-el-nivel-de-alerta-por-covid-6738364.html,laprensa,20-05-2021,1
Semáforo de Covid-19 en México: 16 estados en verde y 15 en amarillo,https://www.eluniversal.com.mx/nacion/semaforo-de-covid-19-en-mexico-16-estados-en-verde-y-15-en-amarillo,universal,21-05-2021,0
Advierten que temporada de lluvias en Yucatán aumenta el riesgo de contraer dengue,https://www.eluniversal.com.mx/estados/temporada-de-lluvias-acrecienta-riesgo-de-dengue-hay-470-casos-confirmados-en-mexico,universal,21-05-2021,1
Argentina entra en confinamiento estricto por ola de Covid-19,https://www.la-prensa.com.mx/mundo/argentina-entra-en-confinamiento-estricto-por-ola-de-covid-19-6748963.html,laprensa,23-05-2021,1
India detecta casi 9 mil infecciones de hongo letal en pacientes con coronavirus,https://www.milenio.com/internacional/india-detecta-9-mil-infecciones-hongo-letal-pacientes-covid-,milenio,23-05-2021,1
Avanza vacunación anti Covid para personas en situación de calle,https://www.la-prensa.com.mx/metropoli/avanza-vacunacion-anti-covid-para-personas-en-situacion-de-calle-6759286.html,laprensa,25-05-2021,0
Inicia la desconversión de hospitales híbridos que atendían Covid-19,https://www.la-prensa.com.mx/metropoli/la-secretaria-de-salud-del-gobierno-de-la-ciudad-de-mexico-inicia-la-desconversion-de-hospitales-hibridos-que-atendian-covid-19-6759469.html,laprensa,25-05-2021,0
Alerta la OMS: Covid-19 se transmite por aire,https://www.eluniversal.com.mx/opinion/marco-sanchez-guerra/alerta-la-oms-covid-19-se-transmite-por-aire,universal,26-05-2021,1
"Vacuna cubana contra covid-19, Soberana 02, termina última fase de ensayos clínicos",https://www.milenio.com/ciencia-y-salud/vacuna-covid-19-soberana-termina-fase-ensayos-clinicos,milenio,26-05-2021,0
"Zika, dengue y chikungunya, riesgo latente en Yucatán, advierten",https://www.eluniversal.com.mx/estados/zika-dengue-y-chikungunya-riesgo-latente-en-yucatan-advierten,universal,26-05-2021,1
Cofepris aprueba uso de emergencia de vacuna contra Covid-19 de Janssen: Gatell,https://www.la-prensa.com.mx/mexico/sociedad/cofepris-aprueba-uso-de-emergencia-de-vacuna-contra-covid-19-de-janssen-gatell-secretaria-salud-johnson-johnson-6769445.html,laprensa,27-05-2021,0
Próximo martes inicia aplicación de vacuna Covid para adultos de 40 a 49 años en 4 alcaldías,https://www.eluniversal.com.mx/video/metropoli/proximo-martes-inicia-aplicacion-de-vacuna-covid-para-adultos-de-40-49-anos-en-4-0,universal,29-05-2021,0
Europa registra drástica disminución en nuevos casos de covid-19,https://www.milenio.com/internacional/europa/europa-registra-drastica-disminucion-casos-covid19,milenio,29-05-2021,1
"Con pláticas, talleres y cursos, Clínica de atención del IMSS hace frente al tabaquismo",https://www.eluniversal.com.mx/nacion/con-platicas-talleres-y-cursos-clinica-de-atencion-del-imss-hace-frente-al-tabaquismo,universal,30-05-2021,0
Suman 34 mil 576 mexiquenses en resguardo domiciliario por covid-19,https://www.milenio.com/ciencia-y-salud/suman-34-mil-576-mexiquenses-resguardo-domiciliario-covid-19,milenio,31-05-2021,0
Caos y desorganización se registra en la vacunación contra Covid-19 en WTC,https://www.la-prensa.com.mx/metropoli/caos-y-desorganizacion-se-registra-en-la-vacunacion-contra-covid-19-en-pepsi-center-wtc-6787069.html,laprensa,1-06-2021,1
Tenemos una razón más para beber pulque: previene el cáncer de acuerdo a estudios científicos,https://www.eluniversal.com.mx/menu/una-razon-mas-para-que-sigamos-bebiendo-pulque-previene-el-cancer-segun-nuevos-estudios,universal,3-06-2021,1
Se disparan contagios de Covid en Sudamérica,https://www.la-prensa.com.mx/mundo/se-disparan-contagios-de-covid-en-sudamerica-pandemia-coronavirus-covid-19-6795442.html,laprensa,4-06-2021,1
40 años de sida en el mundo,https://www.la-prensa.com.mx/doble-via/40-anos-de-sida-en-el-mundo-6800540.html,laprensa,4-06-2021,0
¡Saturados! Reynosa y Victoria con hospitales 100% en ocupación de camas por covid,https://www.milenio.com/ciencia-y-salud/covid-tamaulipas-hospitales-victoria-reynosa-saturados,milenio,5-06-2021,1
Sin reporte hasta el momento de alumnos o maestros con síntomas de Covid: Ssa,https://www.la-prensa.com.mx/metropoli/hasta-el-momento-la-secretaria-de-salud-de-la-ciudad-de-mexico-no-ha-recibido-reporte-de-algun-alumno-profesor-que-haya-presentado-sintomas-de-covid-19-6818004.html,laprensa,8-06-2021,0
No esta fuera de peligro: OMS advierte a Europa sobre Covid antes de viajes por verano boreal,https://www.la-prensa.com.mx/mundo/no-esta-fuera-de-peligro-oms-advierte-a-europa-sobre-covid-antes-de-viajes-por-verano-boreal-6825940.html,laprensa,10-06-2021,1
Expertos advierten más contagios de covid en EU en estados con menor vacunación,https://www.milenio.com/internacional/estados-unidos/advierten-contagios-covid-eu-zonas-menor-vacunacion,milenio,13-06-2021,1
Realizan con éxito la primera quimioterapia intraarterial en Torreón,https://www.milenio.com/ciencia-y-salud/torreon-realizan-con-exito-la-primera-quimioterapia-intraarterial,milenio,13-06-2021,0
¡Diagnóstico exprés! UNAM desarrolla nariz electrónica para olfatear enfermedades,https://www.milenio.com/ciencia-y-salud/unam-nariz-electronica-diagnostica-enfermedades-aliento,milenio,14-06-2021,1
"Ante síntomas, piense que tiene Covid y vaya de inmediato a un centro de salud: López-Gatell",https://www.eluniversal.com.mx/video/nacion/ante-sintomas-piense-que-tiene-covid-y-vaya-de-inmediato-un-centro-de-salud-lopez,universal,15-06-2021,0
Aumentan 10.8% casos positivos de Covid-19,https://www.eluniversal.com.mx/video/metropoli/aumentan-108-casos-positivos-de-covid-19,universal,16-06-2021,0
¡Histórico! Epidemia de ébola llega a su fin en Guinea; dejó 11 mil 300 muertos en 3 años,https://www.milenio.com/ciencia-y-salud/ebola-llega-guinea-oms-declarara-pandemia,milenio,17-06-2021,1
¿Fin de la pandemia? Identifican moléculas que frenan entrada del Covid en la célula,https://www.la-prensa.com.mx/doble-via/salud/fin-de-la-pandemia-identifican-moleculas-que-frenan-entrada-del-covid-en-la-celula-6858281.html,laprensa,18-06-2021,1
"""No me vacuné por miedo e ignorancia"", el Covid alcanzó a Tere",https://www.la-prensa.com.mx/mexico/sociedad/no-me-vacune-por-miedo-e-ignorancia-el-covid-alcanzo-a-tere-6864945.html,laprensa,20-06-2021,1
Aumentan contagios de Covid-19 en el norte del país,https://www.la-prensa.com.mx/mexico/sociedad/aumentan-contagios-de-covid-19-en-el-norte-del-pais-6864930.html,laprensa,20-06-2021,1
Se duplica cifra de muertos en perú por covid,https://www.la-prensa.com.mx/mundo/se-duplica-cifra-de-muertos-en-peru-por-covid-muertes-pandemia-coronavirus-covid-19-6786013.html,laprensa,20-06-2021,1
Bolsonaro arremete contra la prensa tras ser cuestionado por pandemia de covid en Brasil,https://www.milenio.com/internacional/latinoamerica/bolsonaro-ataca-prensa-brasil-cuestionarlo-covid-19,milenio,21-06-2021,1
Alertan especialistas sobre graves secuelas neuropsicológicas en niños recuperados de Covid,https://www.la-prensa.com.mx/metropoli/alertan-especialistas-sobre-graves-secuelas-neuropsicologicas-en-ninos-recuperados-de-covid-6876548.html,laprensa,22-06-2021,1
Nueva York pone fin a estado de emergencia ante reducción de casos de Covid-19,https://www.la-prensa.com.mx/mundo/nueva-york-pone-fin-a-estado-de-emergencia-ante-reduccion-de-casos-de-covid-19-6879892.html,laprensa,23-06-2021,0
Sheinbaum llama a jóvenes a seguir medidas sanitarias ante alza de casos de covid-19,https://www.milenio.com/politica/sheinbaum-llama-jovenes-seguir-medidas-alza-casos-covid,milenio,29-06-2021,0
China erradica la malaria tras 70 años de combatirla; la OMS celebra logro,https://www.milenio.com/internacional/asia-y-oceania/china-erradica-malaria-combatirla-70-anos,milenio,29-06-2021,0
"Kim Jong-un alerta de un ""grave incidente"" relacionado con el Covid-19 en Corea del Norte",https://www.eluniversal.com.mx/video/mundo/kim-jong-un-alerta-de-un-grave-incidente-relacionado-con-el-covid-19-en-corea-del-norte,universal,30-06-2021,1
Desabasto de medicamentos para niños con cáncer sigue en Clínica 71: Salvemos Héroes,https://www.milenio.com/ciencia-y-salud/torreon-continua-desabasto-medicamento-cancer-clinica-71,milenio,30-06-2021,0
Mañana inicia vacunación Covid de personas de 40 a 49 años en nueve municipios del Edomex,https://www.eluniversal.com.mx/video/metropoli/manana-inicia-vacunacion-covid-de-personas-de-40-49-anos-en-nueve-municipios-del,universal,1-07-2021,0
"Aumentan casos de covid, dengue y zika en trabajadores del ayuntamiento de Tampico",https://www.milenio.com/ciencia-y-salud/covid-dengue-zika-aumento-casos-trabajadores-ayuntamiento-altamira,milenio,2-07-2021,0
Alertan especialistas que hasta el 10% de vacunados esta desprotegido contra el Covid-19,https://www.la-prensa.com.mx/mexico/alertan-especialistas-de-la-unam-que-hasta-el-10-de-vacunados-esta-desprotegido-contra-el-covid-19-6923853.html,laprensa,5-07-2021,1
Atención temporal de Covid en el Autódromo Hermanos Rodríguez se amplía hasta agosto,https://www.eluniversal.com.mx/video/nacion/atencion-temporal-de-covid-en-el-autodromo-hermanos-rodriguez-se-amplia-hasta-agosto,universal,6-07-2021,0
Puebla alerta por contagio masivo de Covid-19 entre estudiantes tras viaje a Cancún,https://www.eluniversal.com.mx/video/estados/puebla-alerta-por-contagio-masivo-de-covid-19-entre-estudiantes-tras-viaje-cancun,universal,6-07-2021,1
Se incrementan pacientes internados por covid-19 en Nuevo Laredo,https://www.milenio.com/salud/nuevo-laredo-aumentan-pacientes-internados-por-covid-19,milenio,7-07-2021,0
"Van en aumento los casos de Covid-19 en la CDMX, principalmente en los jóvenes: Sheinbaum",https://www.la-prensa.com.mx/metropoli/la-jefa-de-gobierno-claudia-sheinbaum-reconocio-que-van-en-aumento-los-casos-de-esta-enfermedad-principalmente-en-los-sectores-de-la-poblacion-mas-jovenes-6939296.html,laprensa,8-07-2021,0
México suma 234 mil 675 muertes por Covid-19,https://www.eluniversal.com.mx/video/nacion/mexico-suma-234-mil-675-muertes-por-covid-19,universal,9-07-2021,0
Jovenes en depresión tras más de un año de aislamiento por pandemia: experta de UdeG,https://www.milenio.com/politica/comunidad/udeg-jovenes-depresion-aislamiento-asegura-experta,milenio,15-07-2021,1
Alza de contagios prende alerta en zonas turísticas,https://www.la-prensa.com.mx/mexico/sociedad/alza-de-contagios-prende-alerta-en-zonas-turisticas-6973087.html,laprensa,17-07-2021,1
Están saturadas áreas Covid de 81 hospitales,https://www.la-prensa.com.mx/mexico/sociedad/estan-saturadas-areas-covid-de-81-hospitales-6972975.html,laprensa,17-07-2021,0
"Chiapanecos, con miedo a vacunarse; “nuestro posh mata el covid”, dicen",https://www.milenio.com/politica/chiapanecos-miedo-vacunarse-posh-mata-covid,milenio,17-07-2021,1
Israel da marcha atrás a tercera dosis anticovid para personas con cáncer,https://www.milenio.com/internacional/israel-aplicara-dosis-covid-19-personas-cancer,milenio,18-07-2021,0
Ssa actualiza medidas del semáforo Covid,https://www.la-prensa.com.mx/mexico/sociedad/ssa-actualiza-medidas-del-semaforo-covid-6979028.html,laprensa,19-07-2021,0
"Por repunte de casos de Covid-19, IMSS recomienda no viajar en vacaciones de verano",https://www.eluniversal.com.mx/video/nacion/por-repunte-de-casos-de-covid-19-imss-recomienda-no-viajar-en-vacaciones-de-verano,universal,19-07-2021,0
Ecatepec se declara en alerta máxima por covid y operará como en semáforo rojo,https://www.milenio.com/ciencia-y-salud/ecatepec-declara-alerta-maxima-covid-operara-semaforo-rojo,milenio,23-07-2021,1
Detienen a supuesto doctor que aplicaba vacunas falsas de Covid-19,https://www.la-prensa.com.mx/republica/detienen-a-supuesto-doctor-que-aplicaba-vacunas-falsas-de-covid-19-7008943.html,laprensa,26-07-2021,0
¿El Covid podría causar infertilidad en hombres?,https://www.la-prensa.com.mx/doble-via/el-covid-podria-causar-infertilidad-en-hombres-vacuna-7011275.html,laprensa,27-07-2021,1
